id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
46369;98958;15/06/2017;quinta-feira;15:45:00;MG;381;676,1;PERDOES;Sim;Ingestão de Álcool;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;81236;Bicicleta;;NA;Condutor;Lesões Leves;12;Masculino;0;1;0;0;-21,09693932;-45,08143922;SR-MG;DEL4/4;UOP02/MG
46369;98958;15/06/2017;quinta-feira;15:45:00;MG;381;676,1;PERDOES;Sim;Ingestão de Álcool;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;81236;Bicicleta;;NA;Condutor;Lesões Leves;12;Masculino;0;1;0;0;-21,09693932;-45,08143922;SR-MG;DEL4/4;UOP02/MG
46507;101055;16/06/2017;sexta-feira;07:00:00;RO;364;197;PIMENTA BUENO;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Viaduto;Sim;82923;Bicicleta;;NA;Condutor;Ileso;15;Feminino;1;0;0;0;-11,67915591;-61,18758202;SR-RO;DEL21/2;UOP02/RO
46554;99288;16/06/2017;sexta-feira;12:00:00;SC;101;202,8;SAO JOSE;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;81485;Bicicleta;MONARK/;2000;Condutor;Lesões Graves;52;Masculino;0;0;1;0;-27,56340961;-48,61548579;SR-SC;DEL8/1;UOP01/SC
46595;101644;16/06/2017;sexta-feira;15:40:00;SC;101;127,2;ITAJAI;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Curva;Não;83398;Bicicleta;;NA;Condutor;Lesões Leves;35;Masculino;0;1;0;0;-26,96573709;-48,6832401;SR-SC;DEL8/4;UOP04/SC
46622;103682;16/06/2017;sexta-feira;17:30:00;GO;40;12,4;LUZIANIA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;85122;Bicicleta;MONARK/;NA;Condutor;Lesões Graves;62;Masculino;0;0;1;0;-16,14785529;-47,94291583;SR-DF;UOP01/DF;
46660;99580;16/06/2017;sexta-feira;19:20:00;SC;470;6;NAVEGANTES;Sim;Falta de Atenção à Condução;1;Danos eventuais;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Rotatória;Sim;81753;Bicicleta;;NA;Condutor;Lesões Leves;48;Masculino;0;1;0;0;-26,899372;-48,65459;SR-SC;DEL8/4;UOP04/SC
46660;99579;16/06/2017;sexta-feira;19:20:00;SC;470;6;NAVEGANTES;Sim;Falta de Atenção à Condução;1;Danos eventuais;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Rotatória;Sim;81752;Bicicleta;;NA;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-26,899372;-48,65459;SR-SC;DEL8/4;UOP04/SC
46675;99606;16/06/2017;sexta-feira;21:00:00;RS;285;123;VACARIA;Sim;Ingestão de Álcool;1;Colisão com objeto em movimento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;81756;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-28,512701;-50,934334;SR-RS;DEL9/5;UOP03/RS
46675;99590;16/06/2017;sexta-feira;21:00:00;RS;285;123;VACARIA;Sim;Ingestão de Álcool;1;Colisão com objeto em movimento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;81756;Bicicleta;;NA;Condutor;Lesões Graves;33;Feminino;0;0;1;0;-28,512701;-50,934334;SR-RS;DEL9/5;UOP03/RS
46691;99562;16/06/2017;sexta-feira;18:30:00;RO;319;61;PORTO VELHO;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Sim;81732;Bicicleta;;NA;Condutor;Lesões Leves;24;Masculino;0;1;0;0;-8,74155028;-63,88979763;SR-RO;DEL21/1;UOP01/RO
46730;100660;16/06/2017;sexta-feira;11:50:00;BA;242;171,9;ITABERABA;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;82607;Bicicleta;;NA;Condutor;Lesões Graves;34;Masculino;0;0;1;0;-12,503913;-39,9981;SR-BA;DEL10/6;UOP02/BA
46763;102097;17/06/2017;sábado;07:10:00;RN;406;104,5;JOAO CAMARA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;83749;Bicicleta;;NA;Condutor;Lesões Graves;69;Masculino;0;0;1;0;-5,54124937;-35,80381304;SR-RN;DEL15/2;UOP01/RN
46843;100183;17/06/2017;sábado;13:50:00;SP;101;1,1;UBATUBA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Desvio Temporário;Não;82241;Bicicleta;;NA;Condutor;Lesões Leves;41;Masculino;0;1;0;0;-23,35580975;-44,76997375;SR-SP;DEL6/7;UOP01/SP
46847;102096;17/06/2017;sábado;12:10:00;MG;116;414;GOVERNADOR VALADARES;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Retorno Regulamentado;Sim;81973;Bicicleta;;NA;Condutor;Lesões Leves;19;Masculino;0;1;0;0;-18,88215818;-41,95696145;SR-MG;DEL4/6;UOP01/MG
46850;99896;17/06/2017;sábado;14:30:00;SC;101;135,2;BALNEARIO CAMBORIU;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;81991;Bicicleta;;NA;Condutor;Lesões Leves;64;Masculino;0;1;0;0;-27,00539345;-48,62541398;SR-SC;DEL8/4;UOP03/SC
46874;100103;17/06/2017;sábado;16:00:00;CE;116;8,8;FORTALEZA;Sim;Falta de Atenção à Condução;4;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;82078;Bicicleta;;NA;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-3,82662231;-38,50435764;SR-CE;DEL16/1;UOP02/CE
46874;100103;17/06/2017;sábado;16:00:00;CE;116;8,8;FORTALEZA;Sim;Falta de Atenção à Condução;3;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;82078;Bicicleta;;NA;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-3,82662231;-38,50435764;SR-CE;DEL16/1;UOP02/CE
46874;100103;17/06/2017;sábado;16:00:00;CE;116;8,8;FORTALEZA;Sim;Falta de Atenção à Condução;2;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;82078;Bicicleta;;NA;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-3,82662231;-38,50435764;SR-CE;DEL16/1;UOP02/CE
46874;100103;17/06/2017;sábado;16:00:00;CE;116;8,8;FORTALEZA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;82078;Bicicleta;;NA;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-3,82662231;-38,50435764;SR-CE;DEL16/1;UOP02/CE
46878;99992;17/06/2017;sábado;15:50:00;RN;405;2,2;MOSSORO;Sim;Ingestão de Álcool;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;82036;Bicicleta;;NA;Condutor;Lesões Leves;45;Masculino;0;1;0;0;-5,192755;-37,371516;SR-RN;DEL15/4;UOP02/RN
46901;101035;17/06/2017;sábado;18:10:00;DF;70;8,1;BRASILIA;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;82238;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-15,78426273;-48,12391964;SR-DF;UOP06/DF;
46901;101035;17/06/2017;sábado;18:10:00;DF;70;8,1;BRASILIA;Sim;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;82238;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-15,78426273;-48,12391964;SR-DF;UOP06/DF;
46901;100182;17/06/2017;sábado;18:10:00;DF;70;8,1;BRASILIA;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;82238;Bicicleta;;NA;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-15,78426273;-48,12391964;SR-DF;UOP06/DF;
46901;100182;17/06/2017;sábado;18:10:00;DF;70;8,1;BRASILIA;Sim;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;82238;Bicicleta;;NA;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-15,78426273;-48,12391964;SR-DF;UOP06/DF;
46945;101622;17/06/2017;sábado;19:00:00;SC;101;201;SAO JOSE;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;82161;Bicicleta;;NA;Condutor;Lesões Leves;54;Masculino;0;1;0;0;-27,5484;-48,6198;SR-SC;DEL8/1;UOP01/SC
46945;101622;17/06/2017;sábado;19:00:00;SC;101;201;SAO JOSE;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;82161;Bicicleta;;NA;Condutor;Lesões Leves;54;Masculino;0;1;0;0;-27,5484;-48,6198;SR-SC;DEL8/1;UOP01/SC
46949;100116;17/06/2017;sábado;19:15:00;PR;163;34,8;SANTO ANTONIO DO SUDOESTE;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Não Informado;Sim;82152;Bicicleta;;NA;Condutor;Lesões Graves;32;Masculino;0;0;1;0;-26,0700703;-53,72043696;SR-PR;DEL7/2;UOP04/PR
46971;101965;17/06/2017;sábado;21:10:00;PI;316;5,3;TERESINA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;83630;Bicicleta;MONARK/;NA;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-5,14697026;-42,77559987;SR-PI;DEL17/1;UOP02/PI
46975;102205;17/06/2017;sábado;22:40:00;PR;376;488,5;PONTA GROSSA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;83835;Bicicleta;;NA;Condutor;Óbito;61;Masculino;0;0;0;1;-25,08496641;-50,19155234;SR-PR;DEL7/3;UOP03/PR
46992;100278;17/06/2017;sábado;22:00:00;SC;282;410;CATANDUVAS;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Rotatória;Sim;82218;Bicicleta;;NA;Condutor;Lesões Leves;26;Masculino;0;1;0;0;-27,06699836;-51,66330457;SR-SC;DEL8/7;UOP02/SC
46998;102218;17/06/2017;sábado;23:15:00;MA;135;16;SAO LUIS;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;83844;Bicicleta;;NA;Condutor;Óbito;39;Masculino;0;0;0;1;-2,70079377;-44,30887252;SR-MA;DEL18/1;UOP01/MA
46998;102218;17/06/2017;sábado;23:15:00;MA;135;16;SAO LUIS;Não;Defeito Mecânico no Veículo;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;83844;Bicicleta;;NA;Condutor;Óbito;39;Masculino;0;0;0;1;-2,70079377;-44,30887252;SR-MA;DEL18/1;UOP01/MA
46998;102218;17/06/2017;sábado;23:15:00;MA;135;16;SAO LUIS;Não;Desobediência às normas de trânsito pelo condutor;1;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;83844;Bicicleta;;NA;Condutor;Óbito;39;Masculino;0;0;0;1;-2,70079377;-44,30887252;SR-MA;DEL18/1;UOP01/MA
47006;101363;17/06/2017;sábado;22:10:00;PR;476;344,8;PAULA FREITAS;Sim;Ingestão de Álcool;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nevoeiro/Neblina;Simples;Curva;Não;82258;Bicicleta;;NA;Condutor;Lesões Graves;42;Masculino;0;0;1;0;-26,17968434;-50,93345404;SR-PR;DEL7/2;UOP02/PR
47006;101363;17/06/2017;sábado;22:10:00;PR;476;344,8;PAULA FREITAS;Não;Fenômenos da Natureza;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nevoeiro/Neblina;Simples;Curva;Não;82258;Bicicleta;;NA;Condutor;Lesões Graves;42;Masculino;0;0;1;0;-26,17968434;-50,93345404;SR-PR;DEL7/2;UOP02/PR
47017;102241;18/06/2017;domingo;02:30:00;RJ;393;105,9;SAPUCAIA;Sim;Ingestão de Álcool;1;Colisão com objeto em movimento;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Simples;Reta;Sim;83856;Bicicleta;;NA;Condutor;Lesões Graves;32;Masculino;0;0;1;0;-21,88576259;-42,69483447;SR-RJ;DEL5/6;UOP02/RJ
47017;102241;18/06/2017;domingo;02:30:00;RJ;393;105,9;SAPUCAIA;Não;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Simples;Reta;Sim;83856;Bicicleta;;NA;Condutor;Lesões Graves;32;Masculino;0;0;1;0;-21,88576259;-42,69483447;SR-RJ;DEL5/6;UOP02/RJ
47099;102969;18/06/2017;domingo;10:20:00;RJ;493;6;ITABORAI;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;84482;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-22,7304321;-42,95122147;SR-RJ;DEL5/4;UOP02/RJ
47099;103096;18/06/2017;domingo;10:20:00;RJ;493;6;ITABORAI;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;84482;Bicicleta;;NA;Condutor;Lesões Graves;68;Masculino;0;0;1;0;-22,7304321;-42,95122147;SR-RJ;DEL5/4;UOP02/RJ
47237;100828;18/06/2017;domingo;11:00:00;MG;116;554,9;SANTA BARBARA DO LESTE;Sim;Velocidade Incompatível;1;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;82627;Bicicleta;;NA;Condutor;Lesões Leves;62;Masculino;0;1;0;0;-20,00835502;-42,14436711;SR-MG;DEL4/6;UOP02/MG
47385;101233;28/05/2017;domingo;08:00:00;PR;277;79;CURITIBA;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;83053;Bicicleta;;NA;Condutor;Lesões Graves;44;Masculino;0;0;1;0;-25,428255;-49,27348;SR-PR;DEL7/1;UOP01/PR
47385;101233;28/05/2017;domingo;08:00:00;PR;277;79;CURITIBA;Não;Não guardar distância de segurança;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;83053;Bicicleta;;NA;Condutor;Lesões Graves;44;Masculino;0;0;1;0;-25,428255;-49,27348;SR-PR;DEL7/1;UOP01/PR
47585;104673;19/06/2017;segunda-feira;20:00:00;PR;376;347;ORTIGUEIRA;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Desvio Temporário;Não;85994;Bicicleta;;NA;Condutor;Óbito;67;Masculino;0;0;0;1;-24,1849542;-50,9599544;SR-PR;DEL7/7;UOP02/PR
47592;103217;19/06/2017;segunda-feira;21:45:00;MT;163;822,1;SINOP;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;84702;Bicicleta;;NA;Condutor;Lesões Graves;37;Masculino;0;0;1;0;-11,98045023;-55,517;SR-MT;DEL2/6;UOP01/MT
47592;103217;19/06/2017;segunda-feira;21:45:00;MT;163;822,1;SINOP;Não;Falta de Atenção à Condução;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;84702;Bicicleta;;NA;Condutor;Lesões Graves;37;Masculino;0;0;1;0;-11,98045023;-55,517;SR-MT;DEL2/6;UOP01/MT
47592;103219;19/06/2017;segunda-feira;21:45:00;MT;163;822,1;SINOP;Sim;Falta de Atenção do Pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;84702;Bicicleta;;NA;Passageiro;Lesões Leves;7;Masculino;0;1;0;0;-11,98045023;-55,517;SR-MT;DEL2/6;UOP01/MT
47592;103219;19/06/2017;segunda-feira;21:45:00;MT;163;822,1;SINOP;Não;Falta de Atenção à Condução;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;84702;Bicicleta;;NA;Passageiro;Lesões Leves;7;Masculino;0;1;0;0;-11,98045023;-55,517;SR-MT;DEL2/6;UOP01/MT
47636;101848;17/04/2017;segunda-feira;07:30:00;ES;101;258,4;SERRA;Sim;Falta de Atenção à Condução;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Ignorado;Dupla;Viaduto;Sim;83392;Bicicleta;;NA;Condutor;Lesões Graves;56;Masculino;0;0;1;0;-20,13415392;-40,29325902;SR-ES;DEL12/2;UOP01/ES
47664;101713;09/03/2017;quinta-feira;17:50:00;CE;116;16,5;EUSEBIO;Sim;Ingestão de Álcool;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Sim;83436;Bicicleta;;NA;Condutor;Lesões Graves;40;Masculino;0;0;1;0;-3,89170572;-38,50216091;SR-CE;DEL16/1;UOP02/CE
47666;104273;20/06/2017;terça-feira;09:50:00;SC;280;57,6;GUARAMIRIM;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Rotatória;Sim;83490;Bicicleta;;NA;Condutor;Lesões Leves;23;Feminino;0;1;0;0;-26,47437137;-49,02015656;SR-SC;DEL8/3;UOP03/SC
47717;103727;20/06/2017;terça-feira;13:18:00;MS;163;280,2;DOURADOS;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Interseção de vias;Sim;83947;Bicicleta;;NA;Condutor;Lesões Leves;57;Feminino;0;1;0;0;-22,13627325;-54,61748958;SR-MS;DEL3/4;UOP01/MS
47717;103727;20/06/2017;terça-feira;13:18:00;MS;163;280,2;DOURADOS;Não;Falta de Atenção à Condução;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Interseção de vias;Sim;83947;Bicicleta;;NA;Condutor;Lesões Leves;57;Feminino;0;1;0;0;-22,13627325;-54,61748958;SR-MS;DEL3/4;UOP01/MS
47742;101905;20/06/2017;terça-feira;15:45:00;ES;262;35;DOMINGOS MARTINS;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Desvio Temporário;Não;83572;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-20,37579836;-40,59272021;SR-ES;DEL12/1;UOP01/ES
47742;101908;20/06/2017;terça-feira;15:45:00;ES;262;35;DOMINGOS MARTINS;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Desvio Temporário;Não;83572;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-20,37579836;-40,59272021;SR-ES;DEL12/1;UOP01/ES
47742;101900;20/06/2017;terça-feira;15:45:00;ES;262;35;DOMINGOS MARTINS;Sim;Falta de Atenção à Condução;1;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Desvio Temporário;Não;83572;Bicicleta;;NA;Condutor;Lesões Leves;54;Masculino;0;1;0;0;-20,37579836;-40,59272021;SR-ES;DEL12/1;UOP01/ES
47794;102074;20/06/2017;terça-feira;18:00:00;RJ;465;10;SEROPEDICA;Sim;Falta de Atenção à Condução;3;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;Desvio Temporário;Sim;83716;Bicicleta;;NA;Condutor;Óbito;28;Masculino;0;0;0;1;-22,7414;-43,7053;SR-RJ;DEL5/1;UOP03/RJ
47794;102074;20/06/2017;terça-feira;18:00:00;RJ;465;10;SEROPEDICA;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;Desvio Temporário;Sim;83716;Bicicleta;;NA;Condutor;Óbito;28;Masculino;0;0;0;1;-22,7414;-43,7053;SR-RJ;DEL5/1;UOP03/RJ
47794;102074;20/06/2017;terça-feira;18:00:00;RJ;465;10;SEROPEDICA;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;Desvio Temporário;Sim;83716;Bicicleta;;NA;Condutor;Óbito;28;Masculino;0;0;0;1;-22,7414;-43,7053;SR-RJ;DEL5/1;UOP03/RJ
47817;103932;20/06/2017;terça-feira;18:00:00;PI;343;342;TERESINA;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Rotatória;Sim;85339;Bicicleta;MONARK/;NA;Condutor;Lesões Graves;60;Masculino;0;0;1;0;-5,08284375;-42,75038386;SR-PI;DEL17/1;UOP01/PI
47913;103246;21/06/2017;quarta-feira;09:00:00;PA;316;22;BENEVIDES;Sim;Falta de Atenção do Pedestre;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;84711;Bicicleta;;NA;Condutor;Ileso;54;Masculino;1;0;0;0;-1,35114626;-48,25520396;SR-PA;DEL19/1;UOP01/PA
47983;102500;21/06/2017;quarta-feira;21:40:00;SC;101;217,7;PALHOCA;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;84061;Bicicleta;;NA;Condutor;Lesões Graves;54;Masculino;0;0;1;0;-27,688449;-48,66549607;SR-SC;DEL8/1;UOP02/SC
47983;102501;21/06/2017;quarta-feira;21:40:00;SC;101;217,7;PALHOCA;Sim;Falta de Atenção à Condução;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;84061;Bicicleta;;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-27,688449;-48,66549607;SR-SC;DEL8/1;UOP02/SC
47998;102453;21/06/2017;quarta-feira;18:25:00;MS;267;29,8;BATAGUASSU;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;84018;Bicicleta;;NA;Condutor;Lesões Graves;46;Masculino;0;0;1;0;-21,71996059;-52,42317438;SR-MS;DEL3/7;UOP01/MS
48077;102548;24/05/2017;quarta-feira;18:30:00;MG;40;625;CONSELHEIRO LAFAIETE;Sim;Falta de Atenção à Condução;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Simples;Curva;Não;84110;Bicicleta;CALOI/MONDO;NA;Condutor;Lesões Leves;33;Masculino;0;1;0;0;-20,6294;-43,81;SR-MG;DEL4/5;UOP02/MG
48077;102548;24/05/2017;quarta-feira;18:30:00;MG;40;625;CONSELHEIRO LAFAIETE;Sim;Falta de Atenção à Condução;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Simples;Curva;Não;84110;Bicicleta;CALOI/MONDO;NA;Condutor;Lesões Leves;33;Masculino;0;1;0;0;-20,6294;-43,81;SR-MG;DEL4/5;UOP02/MG
48141;115469;22/06/2017;quinta-feira;10:30:00;RO;364;238;CACOAL;Sim;Falta de Atenção à Condução;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Interseção de vias;Sim;94792;Bicicleta;IMP/MONARK;NA;Condutor;Lesões Leves;18;Masculino;0;1;0;0;-11,43881125;-61,45480958;SR-RO;DEL21/2;UOP02/RO
48207;105559;22/06/2017;quinta-feira;18:10:00;ES;101;267;SERRA;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Múltipla;Reta;Sim;86432;Bicicleta;;NA;Condutor;Lesões Leves;23;Masculino;0;1;0;0;-20,1852531;-40,2532444;SR-ES;DEL12/2;UOP01/ES
48231;105196;22/06/2017;quinta-feira;13:45:00;RO;364;711;PORTO VELHO;Sim;Falta de Atenção à Condução;1;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;84352;Bicicleta;CALOI/MONDO;NA;Condutor;Lesões Leves;17;Masculino;0;1;0;0;-8,7791403;-63,86964083;SR-RO;DEL21/1;UOP01/RO
48232;102854;22/06/2017;quinta-feira;15:55:00;RO;364;19;VILHENA;Sim;Falta de Atenção do Pedestre;1;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Não;84396;Bicicleta;;NA;Condutor;Lesões Leves;13;Feminino;0;1;0;0;-12,7278;-60,182;SR-RO;DEL21/4;UOP01/RO
48239;105142;22/06/2017;quinta-feira;19:00:00;RS;470;239;CARLOS BARBOSA;Sim;Desobediência às normas de trânsito pelo condutor;1;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;84707;Bicicleta;;NA;Condutor;Lesões Leves;59;Masculino;0;1;0;0;-29,33495295;-51,50130898;SR-RS;DEL9/6;UOP01/RS
48261;102938;23/06/2017;sexta-feira;01:40:00;PE;232;6;RECIFE;Sim;Restrição de Visibilidade;1;Colisão lateral;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;84458;Bicicleta;;NA;Condutor;Óbito;NA;Não Informado;0;0;0;1;-8,07080839;-34,95336771;SR-PE;DEL11/1;UOP01/PE
